,S&P 500,iShares Global Tech ETF,iShares Global Healthcare ETF,FTSE 100,ESTX 50 PR.EUR,Nikkei 225,iShares MSCI Emerging Markets ETF,U.S. Treasury Bond Futures,ASI Asia Pacific ex-Japan Tracker Fund,Alphabet Inc.,Facebook Inc.,Microsoft Corporation,Snap Inc.,Spotify Technology S.A.,"Netflix, Inc.",Apple Inc.,"Datadog, Inc",MSCI World ESG Leaders,Lyxor Core FTSE Actuaries UK Gilts 0-5Y,Backtested strategy
2021-03-10,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.007287500305978871,6.810770331747864e-05,-9.482908462515982e-05,-0.00017452353868247395,-0.0013108337611457091,-0.00037173607365924104,-0.00022509987129796721,-0.00027500093893967733,-0.0004756108536585368,0.0,0.0,0.0044279738872875845
2021-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0057117916216706316,0.0017442078171655694,0.0010169888112568225,0.0006079510819588019,0.004957325911288002,0.0018620217893371952,0.002202400826626538,0.0004950807129380022,0.0020594800022111512,0.0,-0.0,0.020657248574452714
2021-03-12,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.003299132858196399,-0.0014994565996696372,-0.0006002640828051675,-0.0001745879024528707,0.0030895672877559476,-0.0007391249200843686,-0.0005781338263693717,-0.00022876327209543632,-0.0011270865289213004,0.0,-0.0,0.0014412830135541947
2021-03-15,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.00563576439883661,0.00013298483400245938,0.0005979887615049661,-0.00011961932864992475,0.0010049478469982861,0.0005970176546925995,0.00025828885753028405,0.0007337021331640261,0.0016662654216867455,0.0,0.0,-0.0007641882179071687
2021-03-16,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.006787207198394134,0.0007557751546433874,0.0006060272876712358,0.0003705138020914589,-0.0014214012625002566,-8.092086727918658e-05,0.0004359475993240883,0.0003822899128330957,-0.00042460837319246324,0.0,0.0,0.007410830451985496
2021-03-17,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.005189591056350274,-4.128826425481285e-05,0.0005080934206104714,-8.45562779172404e-05,0.0016583650846737023,-0.00014120580208752892,4.694078293470492e-05,-0.0001935168172761408,5.904758391637399e-05,0.0,-0.0,-0.003377711345750744
2021-03-18,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0022021419725150224,-0.0015741178146484688,-0.0005693477141879632,-0.0007998654883669498,-0.005122751093022753,-0.0012302800187078604,-0.0022481114483212093,-0.0010171548564887815,-0.0016119720174257912,-0.0,-0.0,-0.011971458478654754
2021-03-19,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.006365252554721938,0.00020567463425137663,0.0012371678493497895,-4.810983822921e-05,-0.00013335714950033775,4.1950537522039306e-05,0.0008783831479557226,-0.00013440552819593703,0.000783978517327859,0.0,0.0,-0.0035339703842406367
2021-03-22,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0023267680409088977,-0.00013537544301796416,0.0003546955476213598,0.0007345346625227345,-0.00020562131089090285,0.00037044021077493324,0.001280408303263318,0.0008500721869839897,0.0004105680163104619,0.0,0.0,0.0059864902144768275
2021-03-23,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0008833444272917624,0.0004229392422368908,-0.0002974045013400572,0.00020212619373074947,-0.002991748945729188,-0.0008897534743897632,0.0013740944275787456,-0.00020666169520747624,-3.522657900921766e-06,-0.0,0.0,-0.003273275838312783
