,S&P 500 return,iShares Global Tech ETF return,iShares Global Healthcare ETF return,FTSE 100 return,ESTX 50 PR.EUR return,Nikkei 225 return,iShares MSCI Emerging Markets ETF return,U.S. Treasury Bond Futures return,ASI Asia Pacific ex-Japan Tracker Fund return,Alphabet Inc. return,Facebook Inc. return,Microsoft Corporation return,Snap Inc. return,Spotify Technology S.A. return,"Netflix, Inc. return",Apple Inc. return,"Datadog, Inc return",MSCI World ESG Leaders return,Lyxor Core FTSE Actuaries UK Gilts 0-5Y return
2016-07-15,-0.0009289474292316635,-0.0019674795350912433,-0.0025082114151193657,0.0022090607859344136,-0.0014917521012195456,0.0068326456316742945,-0.00223662310729722,-0.007767341040462394,0.0,-0.001525814524849567,-0.003666126663260938,-0.000744447681281013,0.0,0.0,0.0037747603685398534,-0.00010137392092424147,0.0,0.0,0.0
2016-07-18,0.002382295291673886,0.010448569755823423,0.0006770461002638672,0.003928463119107217,-0.003204157407603936,0.0,0.008966206037230862,-0.0005461496450027692,0.0,0.019351328005045465,0.02147870938320451,0.004841826348037204,0.0,0.0,0.004268716376346182,0.010629820205644736,0.0,0.0,0.0
2016-07-19,-0.0014351739837110689,-0.002633967137102955,-0.003962645546392585,0.0002987125532865065,-0.006127088122391378,0.013666080328251118,-0.010274835234917012,0.0038251366120218844,0.0,0.0043337142935515605,0.010387852633295225,-0.01612301119007653,0.0,0.0,-0.1312620409120947,0.00040054004722933634,0.0,0.0,0.0
2016-07-20,0.004270300527854598,0.01418231029437722,0.01115859994729762,0.0047182635742810675,0.012230852513178236,-0.0024767776621495985,0.005050346143812723,-0.004354926510615087,0.0,0.005739768608506557,0.010861429310492943,0.053117326372958296,0.0,0.0,0.02411472619360322,0.0009014670382732071,0.0,0.0,0.0
2016-07-21,-0.003612529073708126,-0.0063649449621533405,-0.0009596611822721979,-0.00432457987813939,0.0005190647046409147,0.007692777808270712,-0.0030708671929439157,0.0,0.0,-0.003453901149627181,-0.010744726226127321,-0.0019674716897540856,0.0,0.0,-0.021840585970170134,-0.005302325661324603,0.0,0.0,0.0
2016-07-22,0.004553964517894249,0.004658642287306725,0.0035540116181891346,0.0045672470406408205,0.0012598964499119791,-0.010884491419398512,0.007280859008377938,0.0009112447603425444,0.0,0.005564335285837885,0.0032335544048291975,0.013799237467543968,0.0,0.0,-0.0011629143194071823,-0.0077439737647492235,0.0,0.0,0.0
2016-07-25,-0.003011475203867131,-0.0011593358709347523,-0.001531365584289568,-0.003030963821409993,0.0003330802147416545,-0.00041864631854338086,-0.010008303656680373,-0.00036416605972322547,0.0,-0.0039986671513405625,0.00520658677685959,0.0028284571181196316,0.0,0.0,0.020607812558013805,-0.013379618193432252,0.0,0.0,0.0
2016-07-26,0.00032278462630763727,0.004835919661564159,-9.59271725387012e-05,0.002071489515356628,0.0019103635302468724,-0.014274662919561698,0.007863027488002716,0.0018214936247722413,0.0,-0.0018249414865447733,-0.003370846091527935,0.0005288794480760028,0.0,0.0,0.04277891659690081,-0.006882730199941012,0.0,0.0,0.0
2016-07-27,-0.0011985423438815035,0.0065456220403283805,0.003547259414428572,0.003926219809637033,0.00690861683072419,0.017199510794652317,0.0033434857453547018,0.007818181818181724,0.0,0.0045367637349003065,0.017488821832298163,-0.01004232477875755,0.0,0.0,0.006891991821814214,0.06496300136515365,0.0,0.0,0.0
2016-07-28,0.0016062092674702377,0.004207467112489205,0.0006686225471872476,-0.004340454554598638,-0.011128556357292374,-0.011280077760776108,0.0002777107120035538,0.000721630885802016,0.0,0.005581181347825259,0.013458764827590786,0.0003560134452849084,0.0,0.0,-0.004237277224714564,0.013501774899420615,0.0,0.0,0.0
2016-07-29,0.0016313092282023156,0.0036188994122834384,0.004868689942524318,0.0004909618889592515,0.008313917664689807,0.005609673206458998,0.005274792736706502,0.006309716964124856,0.0,0.030673949710014137,-0.00847998399999994,0.00836150044513917,0.0,0.0,-0.004364451623252608,-0.0012459510808621177,0.0,0.0,0.0
2016-08-01,-0.0012697873921424518,0.0021822780469289427,0.004655185816292429,-0.0045208349359111555,0.0,0.004013453935044264,-0.001933176700653405,-0.004836975994267245,0.0,0.0053200836600915125,0.002985283153376095,-0.001764294614290729,0.0,0.0,0.034191813698630114,0.017656907741840033,0.0,0.0,0.0
2016-08-02,-0.006361619668044383,-0.008521287036652447,-0.0020803248443488354,-0.007260247684493515,-0.028012956479246176,-0.014686444864767112,-0.007194107760763679,-0.007200720072007227,0.0,-0.0023418874706170323,-0.00981419048852361,0.0,0.0,0.0,-0.008583288908023068,-0.014804638605615983,0.0,0.0,-0.0008985623003194831
2016-08-03,0.0031339433893435853,0.0011461204584481965,-0.005969892761081064,-0.001655280368708767,0.0014035456136851643,-0.018810958255148558,0.0033442941201751175,-0.0010879419764279197,0.0,0.002736438949569875,-0.004711950758370276,0.00689283323411205,0.0,0.0,-0.0049166311440065336,0.012538217412815689,0.0,0.0,0.0002997901468972941
2016-08-04,0.0002125719185825936,0.006772300839482215,0.0004764886654466949,0.01594722877167931,0.007310061822396685,0.010680726068551527,0.005555757645846926,0.005808676710836735,0.0,-0.0020305853930703277,0.01510079968817557,0.007372069649704827,0.0,0.0,0.0036520301536420163,0.006177656207464688,0.0,0.0,0.0030969530469531215
2016-08-05,0.00860349636132618,0.011179513634426375,-0.0009526678422473456,0.007907748057622843,0.01410814290242035,-2.7035126630492456e-05,0.011602048651795371,-0.00920411478072547,0.0,0.013750451920344187,0.006352532917718534,0.009932239117646624,0.0,0.0,0.038420343783811095,0.015207585149074276,0.0,0.0,-0.00044821230713021354
2016-08-08,-0.0009071652887537862,0.0005618557960365145,-0.009728009959854345,0.0022963270773534994,0.0030971282071177164,0.024369948736983504,0.007099931302591234,0.0005464480874317612,0.0,-0.0005880200161751947,0.0008789452516348994,0.001725312998073436,0.0,0.0,-0.019787674119217558,0.008280512839160314,0.0,0.0,0.0011956359288596285
2016-08-09,0.000389793635491964,0.005056863309125692,0.004526517636679994,0.006197545401395166,0.015508297644471591,0.006870658953386233,0.006778868202210964,0.006189695976697607,0.0,0.0031979123618768313,-0.001596710815955471,0.0024111918232117002,0.0,0.0,-0.011775869921397564,0.004060080520529086,0.0,0.0,0.00019903468179327533
2016-08-10,-0.0028646859977113914,-0.0030747469742520295,-0.0037393655410582483,0.002203975512643508,-0.003538902026503976,-0.001780591360929562,0.0002691846858271507,0.004342319522344873,0.0,0.0005355150009498377,-0.001439317150796593,-0.003092622782595811,0.0,0.0,-0.0006383445183176795,-0.00744417107226103,0.0,0.0,-0.00019899507487175505
2016-08-11,0.004734588091577452,0.004953336066232605,0.005774320272612377,0.007034296529383921,0.010127703661794607,0.0,0.012924093954002513,-0.009727976941091732,0.0,0.00021662716204873256,0.0001601937898829675,0.004825895462112317,0.0,0.0,0.020866592143085283,-0.0006482157337899253,0.0,0.0,-0.00089565606806985
2016-08-12,-0.0007960462665462797,-0.004091823446761067,-0.0027748627574653018,0.0001879770580566209,-0.0013414390678668786,0.011042692880939953,-0.003721354035096991,0.006912861560851358,0.0,-0.0020768364016615637,-0.0001601681319428616,-0.0061749898259040314,0.0,0.0,0.007300000076128965,0.002316212952445662,0.0,0.0,0.00024901638527818903
2016-08-15,0.0027929089824627606,0.007843704879276325,0.002974477083684368,0.0036437528918451534,0.000561574623188843,-0.002976336485760789,0.010405572605091562,-0.007046070460704601,0.0,-0.0009958492235638827,-0.007847493782370929,0.003106575385287691,0.0,0.0,-0.013251869272258854,0.012017248518365609,0.0,0.0,-0.00024895439155536714
2016-08-16,-0.0054790770207289174,-0.004076542714541498,-0.0070793588504410865,-0.0068144257003383,-0.00999785402976705,-0.016186004385784658,-0.004489262629697621,-0.003820960698689979,0.0,-0.006773665695072539,-0.004842606862911936,-0.005539975403252573,0.0,0.0,-0.0019934424927802175,-0.0009134538649226975,0.0,0.0,-0.0020916878330594635
2016-08-17,0.0018685899424382146,-0.0010232926208302295,-0.0002891259366091248,-0.005033392926104385,-0.011819514916948659,0.008985675970589524,-0.006365839465662049,0.0029223744292237175,0.0,0.0035642972264142703,0.008678020875636072,0.002089052379926626,0.0,0.0,0.013141294791590763,-0.0014627921503523877,0.0,0.0,0.001447272473560135
2016-08-18,0.0021996173913669814,0.0031664103279018807,-0.0005780853175905154,0.001428709575664877,0.004952126059998285,-0.015504384980792651,0.009343283687060833,0.0018211619012931113,0.0,-0.0030900656273568083,-0.0036986330216619567,0.0006947363772220605,0.0,0.0,-0.002179090935589101,-0.0012819892612624395,0.0,0.0,0.0
2016-08-19,-0.0014402716807317972,0.0013923133686173372,-0.002796620601205335,-0.0014558159848595542,-0.009047540332077109,0.003627957756239475,-0.005554024197282459,-0.004726413379385619,0.0,-0.0026752630225080898,-0.002824679111462225,0.0003471551730334088,0.0,0.0,-0.003015817262237208,0.002566917313724826,0.0,0.0,-0.00044856971992435213
2016-08-22,-0.0005633228782352395,-0.0018542056066055412,0.0020307953868357043,-0.004446712348738835,-0.0026379065188522066,0.0031650978319190948,-0.013297971154613286,0.007488584474885762,0.0,-0.004217016677012797,0.004775040543461451,0.0008680275493893053,0.0,0.0,-0.006362793166909575,-0.007772273992899925,0.0,0.0,0.0007977763772140101
2016-08-23,0.0019517690543742194,0.00436538721672064,0.0015440542838289772,0.005857801859852074,0.011268814939196181,-0.006074763653319715,-0.004042915449932516,0.00036258158085566983,0.0,-9.066502340748794e-05,0.0017720579658144775,0.0038148580976165025,0.0,0.0,0.007138358027748204,0.0031334589871263585,0.0,0.0,-9.968614556865596e-05
2016-08-24,-0.005240276882137795,-0.0058257023484786785,-0.01397184560175857,-0.004760893208124117,0.0049637435905292016,0.006058024422469277,0.002706098142793323,-0.001087350489307748,0.0,-0.003160296790844064,-0.007156066402925099,0.0010361920215791187,0.0,0.0,-0.00792163835894022,-0.007533414271036487,0.0,0.0,0.0
2016-08-25,-0.001365227301395766,0.0009300025375926779,-0.007622285193389811,-0.002764841501966764,-0.006946824389059136,-0.0024914630725582088,0.0008099253077844537,-0.003084179970972434,0.0,-0.00029889558172213615,0.0033203432947763734,0.003796482388114031,0.0,0.0,0.02248371506619029,-0.004258333831847705,0.0,0.0,0.0007473967788049762
2016-08-26,-0.0015788167596264557,-0.0003717020855081854,-0.00039404725604141877,0.003109946794698004,0.007587857658486463,-0.011792694904858458,-0.008630122088156278,-0.008189262966333044,0.0,0.000168967136587872,0.008636693911023396,-0.0024066640558921826,0.0,0.0,0.0026716193999178905,-0.005856350089874063,0.0,0.0,-0.000497859205416562
2016-08-29,0.005228047337119568,0.0038117427353439037,0.003940554522306128,0.0,-0.003939763542714303,0.023029579639157083,0.007616799666126495,0.01045871559633027,0.0,0.0033916964350355627,0.01264406220105685,0.0012061232799245314,0.0,0.0,-0.0028694301522970145,-0.0011223156280344426,0.0,0.0,0.0
